date, pm10, o3, no2
2019/7/20, 42, , 
2019/7/22, 41, 53, 8
2019/7/23, 27, 25, 14
2019/7/24, 37, , 
2019/7/27, 39, , 
2019/7/30, 33, 54, 11
2019/7/31, 46, 49, 10
2019/8/1, 55, 51, 9
2019/8/2, 46, 53, 10
2019/8/3, 38, 47, 12
2019/8/4, 46, 45, 8
2019/8/5, 37, 57, 11
2019/8/6, 35, 53, 13
2019/8/7, 47, 49, 12
2019/8/8, 37, 55, 13
2019/8/9, 29, 61, 13
2019/8/10, 47, 44, 14
2019/8/11, 43, 50, 10
2019/8/12, 24, 47, 10
2019/8/13, 35, 58, 12
2019/8/14, 33, 60, 11
2019/8/15, 29, 63, 15
2019/8/16, 43, 50, 14
2019/8/17, 47, 78, 13
2019/8/18, 52, 62, 9
2019/8/19, 36, 35, 11
2019/8/20, 48, 31, 9
2019/8/21, 47, 50, 9
2019/8/22, 41, 42, 10
2019/8/23, 31, 45, 9
2019/8/24, 23, , 
2019/8/27, 42, 55, 11
2019/8/28, 31, 52, 13
2019/8/29, 47, 57, 12
2019/8/30, 51, 61, 12
2019/8/31, 48, 49, 11
2019/9/1, 48, 48, 7
2019/9/2, 42, 36, 10
2019/9/3, 46, 32, 14
2019/9/4, 42, 51, 6
2019/9/5, 48, 42, 11
2019/9/6, 37, 50, 14
2019/9/7, 42, 46, 11
2019/9/8, 38, 56, 10
2019/9/9, 35, 66, 11
2019/9/10, 42, 50, 11
2019/9/11, 45, 39, 10
2019/9/12, 35, 33, 9
2019/9/13, 38, 32, 9
2019/9/14, 38, 37, 7
2019/9/15, 33, 46, 7
2019/9/16, 32, 50, 7
2019/9/17, 31, 48, 10
2019/9/18, 41, 39, 11
2019/9/19, 44, 36, 8
2019/9/20, 26, 48, 11
2019/9/21, 34, 48, 11
2019/9/22, 43, 44, 6
2019/9/23, 32, 52, 9
2019/9/24, 39, 60, 11
2019/9/25, 45, 63, 12
2019/9/26, 50, 49, 15
2019/9/27, 45, 49, 12
2019/9/28, 45, 37, 8
2019/9/29, 41, 27, 7
2019/9/30, 24, 22, 9
2019/10/1, 21, 39, 10
2019/4/2, 54, 63, 
2019/4/3, 57, 65, 
2019/4/4, 58, 64, 
2019/4/5, 63, 61, 13
2019/4/6, 70, 58, 15
2019/4/7, 65, 61, 16
2019/4/8, 57, 70, 18
2019/4/9, 70, 62, 11
2019/4/10, 48, 77, 9
2019/4/11, 56, 68, 15
2019/4/12, 65, 67, 18
2019/4/13, 75, 66, 10
2019/4/14, 60, 85, 20
2019/4/15, 74, 97, 14
2019/4/16, 62, 68, 16
2019/4/17, 65, 50, 15
2019/4/18, 55, 59, 15
2019/4/19, 50, 57, 5
2019/4/20, 67, 67, 9
2019/4/21, 47, 60, 11
2019/4/22, 54, 56, 19
2019/4/23, 59, 63, 15
2019/4/24, 68, 57, 20
2019/4/25, 67, 59, 27
2019/4/26, 72, 69, 10
2019/4/27, 67, 84, 12
2019/4/28, 60, 75, 20
2019/4/29, 73, 79, 18
2019/4/30, 69, 76, 14
2019/5/1, 75, 79, 12
2019/5/2, 57, 68, 12
2019/5/3, 56, 64, 20
2019/5/4, 70, 52, 18
2019/5/5, 67, 54, 13
2019/5/6, 54, 57, 14
2019/5/7, 59, 68, 19
2019/5/8, 77, 69, 19
2019/5/9, 85, 71, 21
2019/5/10, 84, 66, 18
2019/5/11, 72, 55, 15
2019/5/12, 65, 48, 12
2019/5/13, 66, 54, 13
2019/5/14, 72, 27, 27
2019/5/15, 88, 73, 12
2019/5/16, 68, 77, 10
2019/5/17, 67, 62, 13
2019/5/18, 67, 65, 13
2019/5/19, 72, 70, 13
2019/5/20, 64, 75, 15
2019/5/21, 71, 77, 12
2019/5/22, 68, 80, 11
2019/5/23, 75, 98, 18
2019/5/24, 62, 65, 9
2019/5/25, 67, 59, 7
2019/5/26, 56, 63, 6
2019/5/27, 48, 71, 8
2019/5/28, 54, 72, 7
2019/5/29, 61, 81, 8
2019/5/30, 62, 72, 7
2019/5/31, 59, 56, 9
2019/6/1, 59, 44, 7
2019/6/2, 47, 31, 6
2019/6/3, 42, 28, 7
2019/6/4, 39, 40, 7
2019/6/5, 50, 43, 10
2019/6/6, 35, 63, 11
2019/6/7, 44, 72, 18
2019/6/8, 45, 68, 12
2019/6/9, 49, 69, 9
2019/6/10, 47, 54, 10
2019/6/11, 68, 55, 8
2019/6/12, 47, 55, 9
2019/6/13, 46, 40, 8
2019/6/14, 40, 24, 12
2019/6/15, 36, , 
2019/6/17, 53, 59, 9
2019/6/18, 56, 68, 10
2019/6/19, 55, 79, 7
2019/6/20, 60, 68, 11
2019/6/21, 51, 54, 14
2019/6/22, 54, 65, 12
2019/6/23, 60, 56, 7
2019/6/24, 33, 53, 12
2019/6/25, 50, 32, 10
2019/6/26, 35, 38, 14
2019/6/27, 42, 35, 8
2019/6/28, 53, 39, 8
2019/6/29, 47, 45, 8
2019/6/30, 48, , 
2019/1/2, 84, 32, 8
2019/1/3, 48, 35, 15
2019/1/4, 57, 41, 19
2019/1/5, 69, 49, 14
2019/1/6, 63, 50, 15
2019/1/7, 63, 32, 14
2019/1/8, 78, 26, 11
2019/1/9, 58, 23, 6
2019/1/10, 67, 40, 8
2019/1/11, 62, 39, 15
2019/1/12, 66, 23, 12
2019/1/13, 52, 29, 3
2019/1/14, 34, 24, 5
2019/1/15, 36, 29, 8
2019/1/16, 39, 31, 13
2019/1/17, 56, 30, 10
2019/1/18, 52, 34, 10
2019/1/19, 53, 37, 14
2019/1/20, 62, 31, 4
2019/1/21, 47, 37, 10
2019/1/22, 47, 39, 14
2019/1/23, 76, 29, 16
2019/1/24, 77, 37, 13
2019/1/25, 63, 34, 13
2019/1/26, 71, 25, 7
2019/1/27, 65, 16, 
2019/1/28, 47, 36, 
2019/1/29, 59, 41, 
2019/1/30, 61, 34, 
2019/1/31, 58, 31, 
2019/2/1, 72, 30, 
2019/2/2, 68, 33, 
2019/2/3, 74, 41, 
2019/2/4, 72, 42, 
2019/2/5, 70, 45, 
2019/2/6, 74, 47, 
2019/2/7, 78, 43, 
2019/2/8, 80, 30, 
2019/2/9, 86, 28, 
2019/2/10, 35, 37, 
2019/2/11, 37, 37, 
2019/2/12, 72, 41, 
2019/2/13, 74, 32, 
2019/2/14, 41, 39, 
2019/2/15, 67, 35, 
2019/2/16, 68, 41, 
2019/2/17, 75, 32, 
2019/2/18, 64, 34, 
2019/2/19, 62, 27, 
2019/2/20, 80, 24, 
2019/2/21, 63, 19, 
2019/2/22, 64, 28, 
2019/2/23, 59, 15, 
2019/2/24, 33, , 
2019/2/26, 49, 31, 
2019/2/27, 46, 38, 
2019/2/28, 53, 35, 
2019/3/1, 59, 35, 
2019/3/2, 68, 41, 
2019/3/3, 70, 44, 
2019/3/4, 65, 45, 
2019/3/5, 59, 48, 
2019/3/6, 73, 45, 
2019/3/7, 56, 48, 
2019/3/8, 64, 42, 
2019/3/9, 71, 31, 
2019/3/10, 71, , 
2019/3/21, 54, 36, 
2019/3/22, 39, 38, 
2019/3/23, 41, 42, 
2019/3/24, 52, 47, 
2019/3/25, 54, 56, 
2019/3/26, 60, 40, 
2019/3/27, 71, 41, 
2019/3/28, 50, 54, 
2019/3/29, 51, 56, 
2019/3/30, 61, , 
2018/10/2, 43, 26, 4
2018/10/3, 42, 27, 4
2018/10/4, 43, 30, 4
2018/10/5, 52, 34, 5
2018/10/6, 43, 16, 6
2018/10/7, 38, , 
2018/10/10, 43, 38, 11
2018/10/11, 57, 33, 6
2018/10/12, 43, 34, 6
2018/10/13, 52, 39, 7
2018/10/14, 53, 29, 5
2018/10/15, 34, 26, 6
2018/10/16, 28, 27, 6
2018/10/17, 29, 9, 7
2018/10/18, 19, 16, 4
2018/10/19, 2, 14, 2
2018/10/20, 54, , 
2018/11/8, 72, 43, 12
2018/11/9, 66, , 
2018/11/12, 62, 32, 10
2018/11/13, 59, 22, 8
2018/11/14, 49, 21, 5
2018/11/15, 24, 27, 11
2018/11/16, 45, 34, 11
2018/11/17, 50, 36, 15
2018/11/18, 68, 40, 13
2018/11/19, 62, 33, 13
2018/11/20, 56, 19, 12
2018/11/21, 57, 20, 21
2018/11/22, 80, 46, 19
2018/11/23, 80, 39, 19
2018/11/24, 86, 39, 16
2018/11/25, 73, 33, 11
2018/11/26, 60, 34, 12
2018/11/27, 65, 27, 11
2018/11/28, 54, 19, 12
2018/11/29, 54, 17, 7
2018/11/30, 20, 23, 9
2018/12/1, 45, 26, 11
2018/12/2, 60, 18, 14
2018/12/3, 59, 23, 16
2018/12/4, 73, 43, 14
2018/12/5, 71, 25, 7
2018/12/6, 49, 30, 11
2018/12/7, 51, 25, 10
2018/12/8, 51, 7, 11
2018/12/9, 61, 6, 10
2018/12/10, 58, 6, 6
2018/12/11, 48, , 9
2018/12/12, 52, , 13
2018/12/13, 66, , 7
2018/12/14, 54, , 13
2018/12/15, 64, , 13
2018/12/16, 73, , 7
2018/12/17, 42, 31, 23
2018/12/18, 91, 27, 16
2018/12/19, 79, 27, 11
2018/12/20, 73, 21, 13
2018/12/21, 66, 36, 19
2018/12/22, 68, 50, 23
2018/12/23, 102, 44, 18
2018/12/24, 76, 50, 14
2018/12/25, 67, 61, 18
2018/12/26, 121, 36, 15
2018/12/27, 78, 24, 13
2018/12/28, 70, 31, 15
2018/12/29, 64, 33, 19
2018/12/30, 81, 28, 8
2018/12/31, 74, , 
2018/7/2, 54, 14, 11
2018/7/3, 54, 6, 11
2018/7/4, 64, , 
2018/7/6, 60, , 
2018/7/10, 47, 22, 6
2018/7/11, 40, 25, 8
2018/7/12, 39, 26, 10
2018/7/13, 37, 28, 9
2018/7/14, 55, 8, 13
2018/7/15, 40, 19, 12
2018/7/18, 62, 32, 12
2018/7/19, 40, 33, 8
2018/7/20, 49, 36, 8
2018/7/21, 50, 32, 8
2018/7/22, 49, 32, 5
2018/7/23, 48, 37, 7
2018/7/24, 59, 34, 9
2018/7/25, 58, 36, 11
2018/7/26, 56, 30, 11
2018/7/27, 61, 37, 10
2018/7/28, 42, 32, 12
2018/7/29, 42, , 
2018/7/31, 47, 12, 10
2018/8/1, 45, , 
2018/8/4, 66, 21, 7
2018/8/5, 42, 19, 3
2018/8/6, 33, 19, 4
2018/8/7, 40, 21, 6
2018/8/8, 29, 45, 14
2018/8/9, 49, 35, 10
2018/8/10, 43, 33, 10
2018/8/11, 34, 48, 12
2018/8/12, 53, 40, 6
2018/8/13, 33, 32, 7
2018/8/14, 19, 31, 12
2018/8/15, 39, , 
2018/8/29, 40, 18, 11
2018/8/30, 30, 31, 7
2018/8/31, 38, 40, 7
2018/9/1, 41, , 
2018/9/3, 64, 41, 9
2018/9/4, 37, 31, 10
2018/9/5, 36, 36, 7
2018/9/6, 47, 26, 
2018/9/7, 40, 35, 
2018/9/8, 46, 32, 
2018/9/9, 28, , 
2018/9/11, 38, 34, 8
2018/9/12, 35, 34, 5
2018/9/13, 32, 33, 5
2018/9/14, 27, 35, 4
2018/9/15, 36, 32, 7
2018/9/16, 45, 29, 5
2018/9/17, 47, 37, 4
2018/9/18, 48, 40, 6
2018/9/19, 50, 47, 6
2018/9/20, 46, 38, 7
2018/9/21, 51, 39, 4
2018/9/22, 45, 33, 5
2018/9/23, 31, 29, 4
2018/9/24, 33, 30, 4
2018/9/25, 42, 34, 4
2018/9/26, 45, 18, 5
2018/9/27, 44, 31, 5
2018/9/28, 54, 29, 5
2018/9/29, 35, 32, 4
2018/9/30, 39, 30, 2
2018/10/1, 32, 29, 4
2018/4/2, 42, 30, 11
2018/4/3, 62, 31, 8
2018/4/4, 60, 35, 10
2018/4/5, 73, 32, 6
2018/4/6, 55, 26, 10
2018/4/7, 64, 4, 
2018/4/8, 70, , 
2018/4/10, 72, 30, 
2018/4/11, 95, 31, 
2018/4/12, 43, 33, 
2018/4/13, 39, 30, 
2018/4/14, 62, 31, 
2018/4/15, 59, 34, 
2018/4/16, 74, 71, 
2018/4/17, 54, , 
2018/4/18, 60, , 
2018/4/19, 61, 35, 4
2018/4/20, 65, 40, 7
2018/4/21, 59, 38, 10
2018/4/22, 65, 34, 6
2018/4/23, 68, 36, 6
2018/4/24, 57, 38, 8
2018/4/25, 58, 34, 10
2018/4/26, 62, 35, 9
2018/4/27, 59, 39, 6
2018/4/28, 71, 39, 6
2018/4/29, 53, 32, 5
2018/4/30, 48, 36, 11
2018/5/1, 64, 30, 9
2018/5/2, 63, 30, 9
2018/5/3, 49, 36, 8
2018/5/4, 63, 35, 9
2018/5/5, 39, 22, 6
2018/5/6, 32, 16, 1
2018/5/7, 24, 23, 4
2018/5/8, 43, 23, 12
2018/5/9, 42, 32, 16
2018/5/10, 50, 38, 9
2018/5/11, 47, 43, 13
2018/5/12, 48, 43, 8
2018/5/13, 57, 39, 5
2018/5/14, 41, 36, 9
2018/5/15, 49, 32, 9
2018/5/16, 46, 28, 10
2018/5/17, 48, 30, 10
2018/5/18, 47, 42, 16
2018/5/19, 60, 35, 19
2018/5/20, 59, 39, 16
2018/5/21, 71, 41, 13
2018/5/22, 64, 44, 15
2018/5/23, 52, 38, 12
2018/5/24, 57, 34, 10
2018/5/25, 58, 28, 11
2018/5/26, 53, 35, 12
2018/5/27, 50, 36, 12
2018/5/28, 50, 36, 15
2018/5/29, 56, 38, 22
2018/5/30, 65, 40, 19
2018/5/31, 67, 34, 16
2018/6/1, 70, 39, 10
2018/6/2, 58, 28, 9
2018/6/3, 50, , 
2018/6/5, 53, 36, 9
2018/6/6, 45, 36, 13
2018/6/7, 61, 36, 9
2018/6/8, 58, 29, 7
2018/6/9, 51, 25, 5
2018/6/10, 48, 30, 5
2018/6/11, 40, 26, 10
2018/6/12, 46, 27, 10
2018/6/13, 27, 16, 12
2018/6/14, 29, 16, 13
2018/6/15, 20, 20, 13
2018/6/16, 35, 28, 13
2018/6/17, 33, 26, 7
2018/6/18, 33, 24, 9
2018/6/19, 24, 20, 8
2018/6/20, 17, 17, 8
2018/6/21, 22, 22, 9
2018/6/22, 24, 22, 16
2018/6/23, 32, , 
2018/6/25, 39, 22, 12
2018/6/26, 34, 25, 12
2018/6/27, 38, 30, 6
2018/6/28, 33, 24, 12
2018/6/29, 33, 15, 19
2018/6/30, 32, , 
2018/1/9, 82, 22, 5
2018/1/10, 64, 40, 18
2018/1/11, 87, 36, 18
2018/1/12, 84, 33, 14
2018/1/13, 74, 27, 10
2018/1/14, 72, 27, 4
2018/1/15, 40, 26, 8
2018/1/16, 57, 24, 7
2018/1/17, 66, 25, 4
2018/1/18, 55, 28, 8
2018/1/19, 56, 28, 12
2018/1/20, 73, 26, 11
2018/1/21, 93, 21, 6
2018/1/22, 68, 26, 7
2018/1/23, 75, 31, 3
2018/1/24, 67, 23, 3
2018/1/25, 84, 20, 3
2018/1/26, 39, 14, 2
2018/1/27, 32, 8, 3
2018/1/28, 38, 12, 1
2018/1/29, 47, 17, 1
2018/1/30, 46, 25, 3
2018/1/31, 59, 24, 8
2018/2/1, 50, 25, 9
2018/2/2, 72, 25, 7
2018/2/3, 71, 30, 5
2018/2/4, 62, 33, 6
2018/2/5, 76, 37, 3
2018/2/6, 55, 33, 4
2018/2/7, 78, 34, 3
2018/2/8, 68, 19, 3
2018/2/9, 57, 10, 7
2018/2/10, 27, 18, 8
2018/2/11, 34, 20, 7
2018/2/12, 42, 28, 9
2018/2/13, 51, 26, 6
2018/2/14, 44, 24, 5
2018/2/15, 34, , 
2018/2/20, 50, 27, 10
2018/2/21, 50, 26, 13
2018/2/22, 62, 36, 9
2018/2/23, 62, 35, 7
2018/2/24, 58, 28, 7
2018/2/25, 66, 28, 5
2018/2/26, 58, 31, 5
2018/2/27, 65, 35, 6
2018/2/28, 55, 27, 15
2018/3/1, 58, 39, 8
2018/3/2, 67, 35, 6
2018/3/3, 66, 35, 7
2018/3/4, 58, 15, 8
2018/3/5, 51, 34, 12
2018/3/6, 70, 37, 13
2018/3/7, 78, 29, 7
2018/3/8, 62, 28, 8
2018/3/9, 49, 29, 11
2018/3/10, 65, 29, 17
2018/3/11, 72, 30, 14
2018/3/12, 70, 34, 6
2018/3/13, 72, 27, 8
2018/3/14, 50, 30, 10
2018/3/15, 62, 27, 13
2018/3/16, 69, 29, 13
2018/3/17, 71, 19, 13
2018/3/18, 60, 3, 18
2018/3/19, 74, , 
2018/3/21, 140, 31, 9
2018/3/22, 70, 25, 8
2018/3/23, 59, 30, 9
2018/3/24, 48, 27, 13
2018/3/25, 52, 34, 10
2018/3/26, 59, 34, 11
2018/3/27, 57, 36, 8
2018/3/28, 64, 30, 8
2018/3/29, 68, 20, 9
2018/3/30, 61, 31, 3
2018/3/31, 81, 32, 4
2018/4/1, 40, 35, 6
2017/10/4, 49, 11, 9
2017/10/5, 54, 11, 13
2017/10/6, 38, 11, 18
2017/10/7, 56, 19, 15
2017/10/8, 72, , 
2017/10/10, 62, 22, 15
2017/10/11, 65, 20, 12
2017/10/12, 45, 20, 12
2017/10/13, 44, 19, 11
2017/10/14, 43, 24, 13
2017/10/15, 43, 23, 10
2017/10/16, 38, 16, 12
2017/10/17, 46, 24, 11
2017/10/18, 52, 28, 15
2017/10/19, 56, 29, 19
2017/10/20, 52, 34, 19
2017/10/21, 58, 40, 20
2017/10/22, 65, 32, 16
2017/10/23, 65, 19, 13
2017/10/24, 57, 19, 12
2017/10/25, 69, 22, 11
2017/10/26, 37, 34, 14
2017/10/27, 44, 30, 21
2017/10/28, 65, 27, 10
2017/10/29, 43, , 
2017/11/8, 67, 23, 18
2017/11/9, 65, 26, 12
2017/11/10, 60, 27, 11
2017/11/11, 52, 9, 10
2017/11/12, 35, 21, 6
2017/11/13, 45, 19, 7
2017/11/14, 58, 20, 8
2017/11/15, 54, 23, 8
2017/11/16, 48, 21, 8
2017/11/17, 67, 21, 9
2017/11/18, 62, 31, 9
2017/11/19, 78, 14, 5
2017/11/20, 53, 31, 5
2017/11/21, 54, 11, 11
2017/11/22, 87, 28, 5
2017/11/23, 72, 28, 5
2017/11/24, 59, 33, 10
2017/11/25, 84, 4, 11
2017/11/26, 105, 24, 5
2017/11/27, 71, 31, 4
2017/11/28, 52, 28, 6
2017/11/29, 65, 27, 7
2017/11/30, 63, 25, 8
2017/12/1, 55, 9, 7
2017/12/2, 37, , 
2017/12/6, 103, 34, 17
2017/12/7, 81, 32, 7
2017/12/8, 90, 22, 7
2017/12/9, 78, 23, 5
2017/12/10, 50, 24, 4
2017/12/11, 47, 25, 11
2017/12/12, 57, 22, 12
2017/12/13, 61, 14, 11
2017/12/14, 46, , 
2017/12/17, 88, 5, 20
2017/12/18, 68, 24, 23
2017/12/19, 91, 29, 21
2017/12/20, 87, 34, 15
2017/12/21, 78, , 
2017/7/5, 73, , 
2017/7/19, 51, , 
2017/8/8, 28, 17, 6
2017/8/9, 51, , 
2017/8/25, 60, , 
2017/8/31, 40, , 
2017/9/19, 51, , 
2017/4/2, 60, 41, 3
2017/4/3, 81, 46, 4
2017/4/4, 62, 44, 5
2017/4/5, 79, 59, 7
2017/4/6, 96, 70, 12
2017/4/7, 75, 72, 14
2017/4/8, 74, 60, 14
2017/4/9, 75, 48, 14
2017/4/10, 68, 49, 17
2017/4/11, 72, 59, 11
2017/4/12, 74, 53, 6
2017/4/13, 69, 66, 6
2017/4/14, 67, 65, 5
2017/4/15, 54, 62, 4
2017/4/16, 54, 54, 5
2017/4/17, 57, 59, 10
2017/4/18, 55, 57, 7
2017/4/19, 64, 51, 9
2017/4/20, 49, 54, 9
2017/4/21, 46, 71, 6
2017/4/22, 59, 70, 8
2017/4/23, 84, 51, 3
2017/4/24, 76, 73, 4
2017/4/25, 62, 60, 7
2017/4/26, 82, 69, 14
2017/4/27, 70, 83, 21
2017/4/28, 87, 51, 14
2017/4/29, 76, 71, 13
2017/4/30, 82, 80, 11
2017/5/1, 77, 66, 10
2017/5/2, 73, 86, 9
2017/5/3, 99, 52, 8
2017/5/4, 86, 33, 11
2017/5/5, 99, 40, 11
2017/5/6, 74, 62, 13
2017/5/7, 67, 57, 16
2017/5/8, 79, 59, 14
2017/5/9, 71, 64, 16
